head_noun,head_noun_in_main_clause,clause_verb,filler_gap_dependency,restrictiveness,relativizer,head_noun_in_rc,relative_clause,relative_clause_length,rc_type,structure_pattern,file,sent,sentence_word_count,sentence_verb_count
people,nsubj,hate,1,restrictive,who,nsubj,who hate laundry and have the money to outsource it,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,There are many people who hate laundry and have the money to outsource it.,15,4
app,nsubj,makes,1,restrictive,that,nsubj,that makes it easy to accept or decline laundry requests,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,There is an app you can download that makes it easy to accept or decline laundry requests.,18,5
work,dobj,pays,1,restrictive,that,nsubj,that pays in this range where you need no prior skills or experience to start,15,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,It's not as common to find a work at home job that pays in this range where you need no prior skills or experience to start.,28,5
positions,dobj,pay,1,restrictive,that,nsubj,"that pay well in the Sales , Operations , Product , and Legal departments",14,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"They have several remote positions that pay well in the Sales, Operations, Product, and Legal departments.",20,2
content,dobj,converts,1,restrictive,that,nsubj,"that converts , with success measured by revenue performance",9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"The role focuses on creating affiliate-driven content that converts, with success measured by revenue performance.",17,4
position,dobj,allow,2,restrictive,that,nsubj,"that would allow me to work remotely from my home , located in the east Texas area",17,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"I would like to have a full time position that would allow me to work remotely from my home, located in the east Texas area.",27,5
weight,dobj,set,2,restrictive,zero,zero,you set out to lose,5,ORC,zero relative,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"When the time runs out on your challenge and you've successfully lost the weight you set out to lose, you will win the prize amount (which will be what you bet plus more).",38,8
amount,dobj,be,2,restrictive,which,nsubj,which will be what you bet plus more ),9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"When the time runs out on your challenge and you've successfully lost the weight you set out to lose, you will win the prize amount (which will be what you bet plus more).",38,8
strikes,dobj,more,2,restrictive,which,nsubj,which is more than fair,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"The HealthyWage folks give you three strikes, which is more than fair.",14,2
work,nsubj,require,1,restrictive,that,nsubj,that require responding to emails,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"There are many, many work at home customer service positions that require responding to emails.",17,3
job,dobj,support,4,restrictive,that,nsubj,that is just email support for some reason,8,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,It's kind of difficult to find a customer service job that is just email support for some reason!,20,3
companies,dobj,hire,2,restrictive,that,nsubj,that regularly hire people to work at home doing customer service that will involve answering emails,16,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"Below, I've listed some companies that regularly hire people to work at home doing customer service that will involve answering emails (although you may also be providing support through other channels just depending on the company's needs).",43,10
owners,nsubj,get,1,restrictive,who,nsubj,who get more emails a day than they can handle,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"There are many, many business owners who get more emails a day than they can handle.",18,3
sites,dobj,pay,1,restrictive,that,nsubj,that pay you for different tasks,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,I've posted a lot about rewards sites in the past that pay you for different tasks.,18,2
listing,dobj,interested,3,restrictive,zero,zero,you are interested in,4,ORC,zero relative,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"If you see a listing you are interested in but they are not hiring now, just check back a little later.",23,5
business,dobj,offer,2,restrictive,where,advmod,"where you offer your services to clients , charging what you want",12,Other,NP + Comp + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"Another option is to start your own proofreading side business where you offer your services to clients, charging what you want.",23,5
test,nsubj,pass,3,restrictive,zero,zero,you must pass in order to be considered,8,ORC,zero relative,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,There is a 20 minute test you must pass in order to be considered.,15,4
Wessel,nsubjpass,pastor,4,restrictive,whose,poss,whose father was a pastor,5,SRC,NP + whose + NP2 + Verb,input_texts/completed-websites-f25/forward.txt,"Wessel, whose father was a pastor, was born in 1907 in Bielefeld, Germany.",17,3
Americans,dobj,called,2,restrictive,which,pobj,” which he called “ directly responsible for the terrorism that we ’ re seeing in our country today,19,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/forward.txt,"In a video address from the Oval Office, Trump blamed liberal rhetoric for fueling violence, saying some “have compared wonderful Americans like Charlie to Nazis, ” which he called “directly responsible for the terrorism that we’re seeing in our country today.",49,7
groups,dobj,fund,1,restrictive,that,nsubj,that fund or support such attacks,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,” He vowed to target the groups that fund or support such attacks.,14,4
ideology,dobj,gave,1,restrictive,that,nsubj,that gave rise to Nazism,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,"If you do, you risk legitimizing the National Socialism ideology that gave rise to Nazism, Siemens said.",20,5
people,dobj,feel,1,restrictive,who,nsubj,who feel grateful that we ’ re able to exercise our rights,12,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,"“I think it certainly will bring more people out this year who feel grateful that we’re able to exercise our rights, ” Wolf said.",29,6
alt-right,nsubj,helped,1,restrictive,that,nsubj,that helped fuel President Donald Trump ’ s first victory in 2016,12,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,The alt-right that helped fuel President Donald Trump’s first victory in 2016 often took a dim view of both Jews and American support for Israel.,28,4
dynamic,dobj,unfolds,1,restrictive,that,nsubj,that unfolds frequently in the wake of major news events,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,"Similar allegations spread on X in the hours after the shooting in Utah, repeating a dynamic that unfolds frequently in the wake of major news events.",28,3
Kirk,dobj,considered,1,restrictive,who,nsubj,who considered himself a defender of Jews and Israel,9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,"Many right-wing Jews venerated Kirk, who considered himself a defender of Jews and Israel.",16,2
personality,dobj,boasts,1,restrictive,who,nsubj,who boasts of having been banned from X before Musk ’ s takeover,13,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/forward.txt,"“Charlie Kirk being assassinated is the American Reichstag fire, ” tweeted a far-right personality named Matt Forney who boasts of having been banned from X before Musk’s takeover.",33,10
all,dobj,remained,1,restrictive,that,nsubj,that remained of democracy,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,"“The Reichstag fire was used by the Nazis to destroy all that remained of democracy, begin the liquidation of the left and legal persecution of the Jews, ” he tweeted.",34,6
anyone,dobj,believed,2,restrictive,zero,zero,they believed in firing the single shot that felled him,10,ORC,zero relative,input_texts/completed-websites-f25/forward.txt,Police said they had released two people of interest without identifying anyone they believed in firing the single shot that felled him.,23,7
shot,dobj,felled,1,restrictive,that,nsubj,that felled him,3,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,Police said they had released two people of interest without identifying anyone they believed in firing the single shot that felled him.,23,7
Kirk,nsubj,founded,1,restrictive,who,nsubj,who founded the hugely influential Turning Point USA youth movement,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,"Kirk, who founded the hugely influential Turning Point USA youth movement, was a key and enthusiastic conduit to that cohort.",23,2
problem,dobj,follow,2,restrictive,that,nsubj,that will follow them into the coming elections,8,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,"” Ben Domenech, the editor of The Spectator, wrote that if Kirk remained the head of his organization, “the right has an anti-Semite problem that will follow them into the coming elections.",37,5
discussion,dobj,discussed,2,restrictive,which,pobj,in which they discussed waning support for Israel among Republicans and rampant antisemitism in the United States,17,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/forward.txt,"Last month, he hosted a discussion with Gen Z Turning Point USA students in which they discussed waning support for Israel among Republicans and rampant antisemitism in the United States.",32,3
gunshot,nsubj,struck,1,restrictive,that,nsubj,that struck him down,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,"But the single gunshot that struck him down echoed the 1984 assassination of Berg — and, like Berg’s death, should serve as a warning to us all about what more violence may come.",38,5
kinds,dobj,informed,2,restrictive,that,nsubj,that have informed some of America ’ s worst contemporary political violence,12,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/forward.txt,"There’s a danger, to say the least, in using the crucial American right to free speech to elevate the kinds of extremism that have informed some of America’s worst contemporary political violence.",39,8
